Date,Open,High,Low,Close,Adj Close,Volume
2004-05-21,143.179352,149.997406,143.179352,149.997406,74.003250,133718309
2004-05-24,149.997406,152.270096,147.724716,152.270096,75.124504,101823258
2004-05-25,149.997406,149.997406,147.724716,147.724716,72.881973,131914278
2004-05-26,149.997406,149.997406,147.724716,147.724716,72.881973,249280805
2004-05-27,149.997406,152.270096,147.724716,152.270096,75.124504,52454406
2004-05-28,154.542786,156.815475,152.270096,154.542786,76.245758,142127954
2004-05-31,152.270096,156.815475,149.997406,156.815475,77.367027,58317507
2004-06-01,154.542786,154.542786,152.270096,154.542786,76.245758,68415681
2004-06-02,152.270096,152.270096,145.452026,145.452026,71.760719,182515152
2004-06-03,145.452026,145.452026,145.452026,145.452026,71.760719,0
2004-06-04,140.906662,140.906662,134.088593,136.361282,67.275665,761741157
2004-06-07,140.906662,140.906662,136.361282,138.633972,68.396950,226372910
2004-06-08,140.906662,140.906662,136.361282,138.633972,68.396950,321695056
2004-06-09,138.633972,145.452026,138.633972,145.452026,71.760719,364782800
2004-06-10,143.179352,145.452026,143.179352,145.452026,71.760719,178505583
2004-06-11,145.452026,147.724716,143.179352,147.724716,72.881973,53862430
2004-06-14,145.452026,147.724716,143.179352,147.724716,72.881973,95608151
2004-06-15,145.452026,152.270096,145.452026,152.270096,75.124504,244055715
2004-06-16,152.270096,152.270096,147.724716,149.997406,74.003250,117845035
2004-06-17,149.997406,149.997406,143.179352,143.179352,70.639450,39012173
2004-06-18,143.179352,147.724716,140.906662,145.452026,71.760719,178516583
2004-06-21,145.452026,145.452026,138.633972,138.633972,68.396950,94002123
2004-06-22,138.633972,143.179352,138.633972,140.906662,69.518204,93534615
2004-06-23,140.906662,143.179352,140.906662,143.179352,70.639450,70225212
2004-06-24,143.179352,143.179352,140.906662,140.906662,69.518204,45958793
2004-06-25,143.179352,147.724716,143.179352,145.452026,71.760719,119572065
2004-06-28,147.724716,149.997406,145.452026,147.724716,72.881973,159843760
2004-06-29,147.724716,149.997406,147.724716,149.997406,74.003250,85427475
2004-06-30,149.997406,152.270096,149.997406,152.270096,75.124504,252976869
2004-07-01,149.997406,152.270096,147.724716,152.270096,75.124504,239160630
2004-07-02,152.270096,156.815475,149.997406,156.815475,77.367027,154244664
2004-07-05,156.815475,156.815475,156.815475,156.815475,77.367027,0
2004-07-06,159.088165,165.906219,156.815475,163.633530,80.730804,533360712
2004-07-07,156.815475,163.633530,156.815475,163.633530,84.692024,349608038
2004-07-08,161.360855,161.360855,159.088165,161.360855,83.515770,137870881
2004-07-09,159.088165,159.088165,156.815475,159.088165,82.339500,121728102
2004-07-12,159.088165,161.360855,156.815475,161.360855,83.515770,158325734
2004-07-13,159.088165,161.360855,159.088165,161.360855,83.515770,90702066
2004-07-14,159.088165,159.088165,156.815475,159.088165,82.339500,78205850
2004-07-15,156.815475,156.815475,149.997406,156.815475,81.163216,142039953
2004-07-16,156.815475,156.815475,152.270096,156.815475,81.163216,202579499
2004-07-19,156.815475,156.815475,152.270096,152.270096,78.810654,50688875
2004-07-20,152.270096,154.542786,152.270096,154.542786,79.986923,60468044
2004-07-21,154.542786,156.815475,154.542786,156.815475,81.163216,115232490
2004-07-22,154.542786,156.815475,154.542786,156.815475,81.163216,64939621
2004-07-23,156.815475,161.360855,156.815475,161.360855,83.515770,103434786
2004-07-26,159.088165,159.088165,154.542786,159.088165,82.339500,218557275
2004-07-27,159.088165,159.088165,156.815475,156.815475,81.163216,64439113
2004-07-28,156.815475,159.088165,156.815475,159.088165,82.339500,32703564
2004-07-29,156.815475,159.088165,154.542786,156.815475,81.163216,86362491
2004-07-30,156.815475,159.088165,156.815475,156.815475,81.163216,98237196
2004-08-02,156.815475,156.815475,154.542786,154.542786,79.986923,145065005
2004-08-03,156.815475,159.088165,154.542786,159.088165,82.339500,58658513
2004-08-04,156.815475,159.088165,156.815475,156.815475,81.163216,71556235
2004-08-05,156.815475,159.088165,156.815475,159.088165,82.339500,45089778
2004-08-06,156.815475,159.088165,154.542786,154.542786,79.986923,83909449
2004-08-09,154.542786,154.542786,152.270096,152.270096,78.810654,84041451
2004-08-10,152.270096,152.270096,152.270096,152.270096,78.810654,106872345
2004-08-11,152.270096,156.815475,152.270096,156.815475,81.163216,120727085
2004-08-12,154.542786,154.542786,152.270096,152.270096,78.810654,73239265
2004-08-13,154.542786,154.542786,152.270096,152.270096,78.810654,225085887
2004-08-16,152.270096,152.270096,149.997406,152.270096,78.810654,113153454
2004-08-17,152.270096,152.270096,152.270096,152.270096,78.810654,0
2004-08-18,152.270096,152.270096,149.997406,152.270096,78.810654,75675807
2004-08-19,152.270096,152.270096,149.997406,152.270096,78.810654,132557789
2004-08-20,149.997406,152.270096,149.997406,152.270096,78.810654,2029535
2004-08-23,152.270096,152.270096,149.997406,149.997406,77.634377,28165986
2004-08-24,149.997406,149.997406,147.724716,149.997406,77.634377,51502889
2004-08-25,149.997406,149.997406,143.179352,145.452026,75.281830,250446825
2004-08-26,147.724716,149.997406,145.452026,147.724716,76.458084,136006349
2004-08-27,147.724716,152.270096,147.724716,152.270096,78.810654,73090762
2004-08-30,152.270096,159.088165,152.270096,156.815475,81.163216,456051377
2004-08-31,156.815475,156.815475,152.270096,156.815475,81.163216,168632912
2004-09-01,156.815475,159.088165,154.542786,159.088165,82.339500,226284908
2004-09-02,159.088165,163.633530,159.088165,163.633530,84.692024,246338254
2004-09-03,161.360855,163.633530,159.088165,163.633530,84.692024,173973504
2004-09-06,163.633530,163.633530,159.088165,163.633530,84.692024,34909102
2004-09-07,161.360855,163.633530,161.360855,163.633530,84.692024,149619084
2004-09-08,163.633530,163.633530,161.360855,163.633530,84.692024,80966898
2004-09-09,163.633530,170.451599,159.088165,170.451599,88.220886,697241543
2004-09-10,170.451599,179.542358,168.178909,177.269669,91.749710,173659999
2004-09-13,177.269669,177.269669,177.269669,177.269669,91.749710,0
2004-09-14,177.269669,177.269669,172.724289,174.996979,90.573441,243230701
2004-09-15,174.996979,181.815048,174.996979,181.815048,94.102272,555361092
2004-09-16,177.269669,179.542358,174.996979,177.269669,91.749710,143414977
2004-09-17,177.269669,177.269669,172.724289,177.269669,91.749710,277303789
2004-09-20,177.269669,177.269669,177.269669,177.269669,91.749710,0
2004-09-21,181.815048,184.087723,177.269669,184.087723,95.278549,360036218
2004-09-22,181.815048,181.815048,177.269669,177.269669,91.749710,70538718
2004-09-23,177.269669,177.269669,174.996979,174.996979,90.573441,69983208
2004-09-24,174.996979,177.269669,174.996979,174.996979,90.573441,27945982
2004-09-27,177.269669,177.269669,172.724289,172.724289,89.397156,142270957
2004-09-28,172.724289,179.542358,172.724289,177.269669,91.749710,138261388
2004-09-29,177.269669,179.542358,174.996979,179.542358,92.926003,61568063
2004-09-30,179.542358,186.360413,177.269669,186.360413,96.454849,295487103
2004-10-01,186.360413,195.451172,186.360413,195.451172,101.159950,353364603
2004-10-04,195.451172,206.814606,195.451172,199.996552,103.512489,489156448
2004-10-05,202.269226,202.269226,197.723862,199.996552,103.512489,735357201
2004-10-06,199.996552,202.269226,193.178482,195.451172,101.159950,248147786
2004-10-07,195.451172,195.451172,186.360413,188.633102,97.631111,205808054
2004-10-08,186.360413,195.451172,186.360413,193.178482,99.983665,550174502
2004-10-11,193.178482,195.451172,190.905792,193.178482,99.983665,123482632
2004-10-12,193.178482,195.451172,190.905792,190.905792,98.807381,208481100
2004-10-13,193.178482,195.451172,190.905792,190.905792,98.807381,136979865
2004-10-14,190.905792,190.905792,188.633102,188.633102,97.631111,310067855
2004-10-15,188.633102,190.905792,188.633102,190.905792,98.807381,123818138
2004-10-18,190.905792,190.905792,184.087723,184.087723,95.278549,123724637
2004-10-19,186.360413,186.360413,179.542358,179.542358,92.926003,356461156
2004-10-20,181.815048,181.815048,177.269669,179.542358,92.926003,437708560
2004-10-21,179.542358,179.542358,172.724289,174.996979,90.573441,147996556
2004-10-22,174.996979,181.815048,174.996979,179.542358,92.926003,360833732
2004-10-25,179.542358,179.542358,177.269669,179.542358,92.926003,113532960
2004-10-26,177.269669,179.542358,177.269669,177.269669,91.749710,110282404
2004-10-27,177.269669,179.542358,174.996979,179.542358,92.926003,228110940
2004-10-28,179.542358,184.087723,179.542358,181.815048,94.102272,377713524
2004-10-29,181.815048,181.815048,177.269669,177.269669,91.749710,435272018
2004-11-01,177.269669,181.815048,177.269669,181.815048,94.102272,193911349
2004-11-02,181.815048,188.633102,181.815048,186.360413,96.454849,505772235
2004-11-03,188.633102,195.451172,186.360413,190.905792,98.807381,556477611
2004-11-04,190.905792,190.905792,186.360413,186.360413,96.454849,304221254
2004-11-05,188.633102,188.633102,181.815048,181.815048,94.102272,215829227
2004-11-08,181.815048,181.815048,179.542358,179.542358,92.926003,223639362
2004-11-09,179.542358,186.360413,179.542358,186.360413,96.454849,252448860
2004-11-10,186.360413,195.451172,186.360413,193.178482,99.983665,503115690
2004-11-11,193.178482,195.451172,190.905792,195.451172,101.159950,381536090
2004-11-12,193.178482,195.451172,193.178482,195.451172,101.159950,342138909
2004-11-15,195.451172,195.451172,195.451172,195.451172,101.159950,0
2004-11-16,195.451172,195.451172,195.451172,195.451172,101.159950,0
2004-11-17,195.451172,195.451172,195.451172,195.451172,101.159950,0
2004-11-18,195.451172,195.451172,195.451172,195.451172,101.159950,0
2004-11-19,195.451172,195.451172,195.451172,195.451172,101.159950,0
2004-11-22,193.178482,193.178482,188.633102,193.178482,99.983665,369155376
2004-11-23,193.178482,202.269226,193.178482,202.269226,104.688782,1038896444
2004-11-24,202.269226,206.814606,197.723862,204.541916,105.865044,935879664
2004-11-25,204.541916,206.814606,199.996552,204.541916,105.865044,427797389
2004-11-26,204.541916,213.632675,204.541916,213.632675,110.570160,885916801
2004-11-29,213.632675,222.723419,213.632675,218.178055,112.922714,742243320
2004-11-30,218.178055,220.450745,213.632675,220.450745,114.099007,608338007
2004-12-01,220.450745,231.814178,218.178055,229.541489,118.804131,728223578
2004-12-02,231.814178,236.359558,224.996109,227.268799,117.627853,595170780
2004-12-03,227.268799,227.268799,218.178055,222.723419,115.275276,219398789
2004-12-06,222.723419,222.723419,218.178055,222.723419,115.275276,176564049
2004-12-07,222.723419,224.996109,220.450745,222.723419,115.275276,219338288
2004-12-08,222.723419,229.541489,222.723419,224.996109,116.451584,471193138
2004-12-09,224.996109,224.996109,220.450745,224.996109,116.451584,310078855
2004-12-10,218.178055,222.723419,215.905365,218.178055,112.922714,506635750
2004-12-13,218.178055,222.723419,213.632675,218.178055,112.922714,349239532
2004-12-14,218.178055,218.178055,213.632675,218.178055,112.922714,262910041
2004-12-15,218.178055,218.178055,209.087296,215.905365,111.746460,435063014
2004-12-16,215.905365,224.996109,215.905365,222.723419,115.275276,237290598
2004-12-17,222.723419,229.541489,222.723419,229.541489,118.804131,346054977
2004-12-20,227.268799,227.268799,220.450745,224.996109,116.451584,533767719
2004-12-21,222.723419,238.632248,222.723419,238.632248,123.509254,563385731
2004-12-22,238.632248,249.995682,238.632248,247.722992,128.214325,742413823
2004-12-23,247.722992,249.995682,243.177612,247.722992,128.214325,130704257
2004-12-24,247.722992,247.722992,247.722992,247.722992,128.214325,0
2004-12-27,245.450302,254.541061,243.177612,252.268372,130.566895,183021161
2004-12-28,252.268372,261.359131,249.995682,259.086426,134.095779,160833777
2004-12-29,261.359131,268.177185,259.086426,263.631805,136.448303,174727017
2004-12-30,261.359131,263.631805,259.086426,261.359131,135.272003,119423562
2004-12-31,261.359131,261.359131,261.359131,261.359131,135.272003,0
2005-01-03,261.359131,261.359131,252.268372,256.813751,132.919434,106740343
2005-01-04,256.813751,261.359131,254.541061,256.813751,132.919434,269097647
2005-01-05,256.813751,261.359131,254.541061,259.086426,134.095779,367483347
2005-01-06,256.813751,256.813751,252.268372,256.813751,132.919434,235888074
2005-01-07,256.813751,256.813751,245.450302,245.450302,127.038086,509715804
2005-01-10,245.450302,247.722992,240.904922,245.450302,127.038086,404388984
2005-01-11,245.450302,247.722992,240.904922,247.722992,128.214325,325402120
2005-01-12,247.722992,247.722992,240.904922,245.450302,127.038086,279685330
2005-01-13,247.722992,252.268372,247.722992,249.995682,129.390640,222066335
2005-01-14,249.995682,249.995682,245.450302,247.722992,128.214325,199422444
2005-01-17,247.722992,249.995682,245.450302,249.995682,129.390640,61562563
2005-01-18,247.722992,247.722992,245.450302,245.450302,127.038086,100178730
2005-01-19,247.722992,249.995682,245.450302,249.995682,129.390640,113719964
2005-01-20,247.722992,254.541061,247.722992,252.268372,130.566895,206044558
2005-01-24,252.268372,252.268372,247.722992,247.722992,128.214325,175695034
2005-01-25,249.995682,249.995682,247.722992,249.995682,129.390640,118769051
2005-01-26,249.995682,249.995682,247.722992,249.995682,129.390640,97703687
2005-01-27,249.995682,252.268372,247.722992,249.995682,129.390640,83854448
2005-01-28,249.995682,252.268372,247.722992,252.268372,130.566895,118235542
2005-01-31,252.268372,252.268372,247.722992,249.995682,129.390640,34837601
2005-02-01,249.995682,249.995682,245.450302,245.450302,127.038086,206435065
2005-02-02,247.722992,256.813751,247.722992,256.813751,132.919434,391232757
2005-02-03,256.813751,261.359131,252.268372,259.086426,134.095779,294541087
2005-02-04,259.086426,259.086426,256.813751,256.813751,132.919434,75510804
2005-02-07,259.086426,259.086426,254.541061,259.086426,134.095779,56430974
2005-02-08,256.813751,256.813751,252.268372,256.813751,132.919434,34040087
2005-02-11,256.813751,268.177185,256.813751,263.631805,136.448303,267519120
2005-02-14,265.904510,279.540619,265.904510,279.540619,144.682266,451557799
2005-02-15,279.540619,281.813324,274.995239,281.813324,145.858536,104633807
2005-02-16,281.813324,286.358704,277.267944,277.267944,143.505981,99590220
2005-02-17,277.267944,286.358704,277.267944,281.813324,145.858536,314841938
2005-02-18,284.085999,290.904053,279.540619,288.631378,149.387360,232670518
2005-02-21,288.631378,295.449432,286.358704,288.631378,149.387360,103786792
2005-02-22,288.631378,293.176758,288.631378,293.176758,151.739914,94590633
2005-02-23,290.904053,304.540192,290.904053,299.994812,155.268753,91197075
2005-02-24,304.540192,309.085571,295.449432,299.994812,155.268753,95300146
2005-02-25,299.994812,299.994812,293.176758,297.722137,154.092484,83942449
2005-02-28,290.904053,297.722137,290.904053,297.722137,154.092484,109490391
2005-03-01,297.722137,297.722137,293.176758,293.176758,151.739914,115732998
2005-03-02,293.176758,295.449432,290.904053,293.176758,151.739914,28457491
2005-03-03,293.176758,295.449432,290.904053,290.904053,150.563660,143799983
2005-03-04,293.176758,295.449432,288.631378,288.631378,149.387360,96345164
2005-03-07,290.904053,299.994812,288.631378,299.994812,155.268753,103126781
2005-03-08,299.994812,304.540192,295.449432,297.722137,154.092484,120628083
2005-03-09,297.722137,297.722137,293.176758,295.449432,152.916168,23677908
2005-03-10,293.176758,293.176758,288.631378,290.904053,150.563660,99227213
2005-03-14,288.631378,288.631378,274.995239,277.267944,143.505981,262915541
2005-03-15,277.267944,279.540619,272.722565,279.540619,144.682266,122217610
2005-03-16,281.813324,297.722137,281.813324,297.722137,154.092484,179924607
2005-03-17,295.449432,295.449432,281.813324,288.631378,149.387360,187388236
2005-03-18,288.631378,288.631378,281.813324,286.358704,148.211075,57657495
2005-03-21,286.358704,286.358704,279.540619,281.813324,145.858536,61854068
2005-03-22,281.813324,281.813324,274.995239,281.813324,145.858536,112817948
2005-03-23,279.540619,279.540619,268.177185,270.449860,139.977127,327195151
2005-03-24,268.177185,268.177185,254.541061,256.813751,132.919434,251893350
2005-03-28,256.813751,259.086426,249.995682,252.268372,130.566895,277661295
2005-03-29,249.995682,252.268372,234.086868,252.268372,130.566895,461831976
2005-03-30,252.268372,256.813751,247.722992,249.995682,129.390640,282468378
2005-03-31,252.268372,261.359131,249.995682,259.086426,134.095779,182900159
2005-04-01,259.086426,263.631805,256.813751,261.359131,135.272003,159497254
2005-04-04,263.631805,265.904510,259.086426,263.631805,136.448303,192673827
2005-04-05,265.904510,268.177185,263.631805,268.177185,138.800842,116475511
2005-04-06,268.177185,270.449860,265.904510,270.449860,139.977127,111057918
2005-04-07,270.449860,277.267944,270.449860,277.267944,143.505981,144553496
2005-04-08,277.267944,277.267944,268.177185,268.177185,138.800842,180854123
2005-04-11,268.177185,270.449860,265.904510,265.904510,137.624557,73838775
2005-04-12,265.904510,265.904510,263.631805,263.631805,136.448303,136000849
2005-04-13,263.631805,265.904510,261.359131,263.631805,136.448303,183158663
2005-04-14,263.631805,263.631805,256.813751,263.631805,136.448303,120617083
2005-04-15,259.086426,261.359131,256.813751,256.813751,132.919434,109259387
2005-04-18,254.541061,254.541061,243.177612,243.177612,125.861794,174699517
2005-04-19,247.722992,252.268372,245.450302,252.268372,130.566895,169919934
2005-04-20,254.541061,259.086426,254.541061,259.086426,134.095779,95454148
2005-04-21,256.813751,256.813751,245.450302,247.722992,128.214325,155823191
2005-04-25,245.450302,247.722992,238.632248,240.904922,124.685516,95388147
2005-04-26,243.177612,247.722992,243.177612,247.722992,128.214325,123466132
2005-04-27,247.722992,247.722992,243.177612,243.177612,125.861794,113444959
2005-04-28,245.450302,245.450302,243.177612,243.177612,125.861794,122817121
2005-04-29,243.177612,243.177612,240.904922,243.177612,125.861794,98083194
2005-05-02,243.177612,245.450302,240.904922,243.177612,125.861794,25503940
2005-05-03,240.904922,243.177612,240.904922,243.177612,125.861794,21780376
2005-05-04,243.177612,254.541061,243.177612,252.268372,130.566895,203701518
2005-05-06,252.268372,261.359131,252.268372,259.086426,134.095779,143904485
2005-05-09,259.086426,263.631805,259.086426,263.631805,136.448303,35151107
2005-05-10,263.631805,263.631805,256.813751,259.086426,134.095779,52767911
2005-05-11,254.541061,254.541061,249.995682,254.541061,131.743179,136363855
2005-05-12,254.541061,254.541061,249.995682,252.268372,130.566895,127283198
2005-05-13,252.268372,254.541061,247.722992,254.541061,131.743179,45293282
