Date,Open,High,Low,Close,Adj Close,Volume
2003-11-10,95.452896,99.998276,86.362144,88.634834,43.729187,5658651738
2003-11-11,88.634834,90.907516,86.362144,90.907516,44.850445,3232466332
2003-11-12,88.634834,95.452896,88.634834,95.452896,47.092972,2203244555
2003-11-13,95.452896,95.452896,93.180206,95.452896,47.092972,1309077610
2003-11-14,95.452896,95.452896,90.907516,95.452896,47.092972,1897824280
2003-11-17,93.180206,93.180206,90.907516,90.907516,44.850445,465863546
2003-11-18,90.907516,90.907516,88.634834,88.634834,43.729187,437868063
2003-11-19,88.634834,90.907516,88.634834,90.907516,44.850445,305194771
2003-11-20,90.907516,93.180206,90.907516,93.180206,45.971718,930962579
2003-11-21,93.180206,95.452896,93.180206,95.452896,47.092972,678662222
2003-11-24,95.452896,95.452896,95.452896,95.452896,47.092972,0
2003-11-25,95.452896,95.452896,95.452896,95.452896,47.092972,0
2003-11-26,95.452896,95.452896,95.452896,95.452896,47.092972,0
2003-11-27,95.452896,95.452896,95.452896,95.452896,47.092972,0
2003-11-28,95.452896,95.452896,95.452896,95.452896,47.092972,0
2003-12-01,95.452896,97.725586,95.452896,97.725586,48.214233,829645329
2003-12-02,97.725586,97.725586,93.180206,95.452896,47.092972,523889548
2003-12-03,95.452896,95.452896,93.180206,93.180206,45.971718,507625767
2003-12-04,93.180206,95.452896,93.180206,95.452896,47.092972,787635604
2003-12-05,95.452896,95.452896,93.180206,93.180206,45.971718,490173966
2003-12-08,93.180206,93.180206,90.907516,93.180206,45.971718,460165448
2003-12-09,93.180206,93.180206,90.907516,93.180206,45.971718,207386582
2003-12-10,90.907516,95.452896,88.634834,95.452896,47.092972,1136534130
2003-12-11,93.180206,95.452896,93.180206,95.452896,47.092972,244149217
2003-12-12,95.452896,97.725586,95.452896,97.725586,48.214233,960036082
2003-12-15,95.452896,99.998276,95.452896,99.998276,49.335495,1286092713
2003-12-16,99.998276,102.270958,97.725586,99.998276,49.335495,370381897
2003-12-17,99.998276,104.543648,97.725586,104.543648,51.578018,508857789
2003-12-18,104.543648,115.907089,104.543648,115.907089,57.184326,1664229745
2003-12-19,115.907089,120.452461,109.089027,113.634399,56.063072,624898793
2003-12-22,111.361710,113.634399,106.816338,113.634399,56.063072,158859243
2003-12-23,113.634399,115.907089,111.361710,113.634399,56.063072,306338791
2003-12-24,113.634399,113.634399,113.634399,113.634399,56.063072,0
2003-12-25,113.634399,113.634399,113.634399,113.634399,56.063072,0
2003-12-26,113.634399,113.634399,113.634399,113.634399,56.063072,0
2003-12-29,113.634399,113.634399,109.089027,113.634399,56.063072,294783091
2003-12-30,113.634399,113.634399,111.361710,113.634399,56.063072,338090839
2003-12-31,113.634399,113.634399,113.634399,113.634399,56.063072,0
2004-01-01,113.634399,113.634399,113.634399,113.634399,56.063072,0
2004-01-02,113.634399,115.907089,111.361710,115.907089,57.184326,250930834
2004-01-05,113.634399,115.907089,111.361710,115.907089,57.184326,377675023
2004-01-06,115.907089,118.179779,113.634399,115.907089,57.184326,511695838
2004-01-07,113.634399,118.179779,113.634399,118.179779,58.305588,335791799
2004-01-08,118.179779,127.270531,118.179779,127.270531,62.790642,773489360
2004-01-09,127.270531,140.906662,127.270531,138.633972,68.396950,987877563
2004-01-12,136.361282,136.361282,131.815903,136.361282,67.275665,187608240
2004-01-13,136.361282,136.361282,131.815903,134.088593,66.154419,213552188
2004-01-14,131.815903,140.906662,129.543213,140.906662,69.518204,691306940
2004-01-15,140.906662,145.452026,140.906662,145.452026,71.760719,503214691
2004-01-16,145.452026,152.270096,145.452026,149.997406,74.003250,798905299
2004-01-19,147.724716,149.997406,140.906662,143.179352,70.639450,310991871
2004-01-20,143.179352,145.452026,140.906662,143.179352,70.639450,330737212
2004-01-21,143.179352,143.179352,138.633972,140.906662,69.518204,191777312
2004-01-22,140.906662,140.906662,140.906662,140.906662,69.518204,0
2004-01-23,140.906662,143.179352,140.906662,143.179352,70.639450,27703978
2004-01-26,140.906662,143.179352,140.906662,140.906662,69.518204,49385353
2004-01-27,143.179352,143.179352,136.361282,138.633972,68.396950,375876492
2004-01-28,138.633972,143.179352,136.361282,136.361282,67.275665,493941531
2004-01-29,136.361282,136.361282,127.270531,127.270531,62.790642,294321083
2004-01-30,129.543213,136.361282,127.270531,129.543213,63.911896,504848219
2004-02-02,129.543213,129.543213,129.543213,129.543213,63.911896,0
2004-02-03,127.270531,127.270531,122.725151,124.997841,61.669373,646800171
2004-02-04,124.997841,134.088593,124.997841,131.815903,65.033157,510964325
2004-02-05,129.543213,134.088593,129.543213,134.088593,66.154419,341363396
2004-02-06,134.088593,143.179352,134.088593,143.179352,70.639450,430778440
2004-02-09,143.179352,149.997406,143.179352,149.997406,74.003250,380117065
2004-02-10,147.724716,149.997406,145.452026,145.452026,71.760719,161053781
2004-02-11,145.452026,145.452026,143.179352,145.452026,71.760719,22352386
2004-02-12,145.452026,145.452026,138.633972,138.633972,68.396950,126529685
2004-02-13,140.906662,147.724716,140.906662,147.724716,72.881973,350526554
2004-02-16,145.452026,145.452026,143.179352,143.179352,70.639450,26081450
2004-02-17,145.452026,145.452026,143.179352,143.179352,70.639450,90922070
2004-02-18,145.452026,145.452026,143.179352,145.452026,71.760719,115523995
2004-02-19,145.452026,147.724716,145.452026,145.452026,71.760719,339894870
2004-02-20,147.724716,149.997406,145.452026,149.997406,74.003250,393685799
2004-02-23,149.997406,149.997406,149.997406,149.997406,74.003250,0
2004-02-24,147.724716,147.724716,143.179352,145.452026,71.760719,208844107
2004-02-25,143.179352,143.179352,140.906662,143.179352,70.639450,314258928
2004-02-26,140.906662,140.906662,136.361282,138.633972,68.396950,335560795
2004-02-27,138.633972,140.906662,136.361282,140.906662,69.518204,146082523
2004-03-01,140.906662,145.452026,138.633972,145.452026,71.760719,232225011
2004-03-02,145.452026,147.724716,143.179352,145.452026,71.760719,218997282
2004-03-03,145.452026,149.997406,145.452026,149.997406,74.003250,404586988
2004-03-04,147.724716,149.997406,145.452026,149.997406,74.003250,186299217
2004-03-05,147.724716,147.724716,143.179352,143.179352,70.639450,153139145
2004-03-08,143.179352,143.179352,140.906662,143.179352,70.639450,107312353
2004-03-09,143.179352,147.724716,143.179352,147.724716,72.881973,121777603
2004-03-10,145.452026,145.452026,140.906662,143.179352,70.639450,197706414
2004-03-11,143.179352,143.179352,138.633972,140.906662,69.518204,199086938
2004-03-12,136.361282,138.633972,134.088593,136.361282,67.275665,275659261
2004-03-15,138.633972,138.633972,131.815903,134.088593,66.154419,235998076
2004-03-16,131.815903,131.815903,124.997841,129.543213,63.911896,975458348
2004-03-17,129.543213,134.088593,127.270531,134.088593,66.154419,329224686
2004-03-18,134.088593,136.361282,134.088593,136.361282,67.275665,268811643
2004-03-19,136.361282,138.633972,136.361282,138.633972,68.396950,38665667
2004-03-22,138.633972,138.633972,138.633972,138.633972,68.396950,0
2004-03-23,136.361282,138.633972,134.088593,138.633972,68.396950,517355435
2004-03-24,136.361282,138.633972,136.361282,138.633972,68.396950,127074194
2004-03-25,138.633972,138.633972,134.088593,134.088593,66.154419,149454081
2004-03-26,136.361282,136.361282,129.543213,129.543213,63.911896,155663688
2004-03-29,131.815903,131.815903,127.270531,131.815903,65.033157,276489775
2004-03-30,134.088593,138.633972,131.815903,138.633972,68.396950,104287301
2004-03-31,138.633972,140.906662,136.361282,138.633972,68.396950,158820743
2004-04-01,136.361282,140.906662,136.361282,140.906662,69.518204,57800498
2004-04-02,140.906662,149.997406,140.906662,147.724716,72.881973,438550074
2004-04-05,147.724716,147.724716,147.724716,147.724716,72.881973,0
2004-04-06,149.997406,159.088165,149.997406,159.088165,78.488297,795352237
2004-04-07,156.815475,161.360855,154.542786,156.815475,77.367027,277556794
2004-04-08,156.815475,156.815475,154.542786,154.542786,76.245758,45403284
2004-04-09,154.542786,154.542786,154.542786,154.542786,76.245758,0
2004-04-12,152.270096,152.270096,149.997406,152.270096,75.124504,44066761
2004-04-13,152.270096,154.542786,149.997406,152.270096,75.124504,61023554
2004-04-14,152.270096,152.270096,152.270096,152.270096,75.124504,51376387
2004-04-15,152.270096,156.815475,152.270096,156.815475,77.367027,67882172
2004-04-16,156.815475,168.178909,156.815475,165.906219,81.852066,221109319
2004-04-19,165.906219,177.269669,165.906219,174.996979,86.337143,240343151
2004-04-20,174.996979,184.087723,172.724289,177.269669,87.458374,131479770
2004-04-21,177.269669,179.542358,168.178909,172.724289,85.215836,460599955
2004-04-22,172.724289,172.724289,168.178909,168.178909,82.973312,199312442
2004-04-23,172.724289,172.724289,163.633530,168.178909,82.973312,175502531
2004-04-26,165.906219,168.178909,161.360855,161.360855,79.609558,275059750
2004-04-27,161.360855,168.178909,161.360855,168.178909,82.973312,176250544
2004-04-28,165.906219,168.178909,165.906219,168.178909,82.973312,305431275
2004-04-29,165.906219,165.906219,165.906219,165.906219,81.852066,214536705
2004-04-30,163.633530,163.633530,154.542786,156.815475,77.367027,448351244
2004-05-03,156.815475,156.815475,156.815475,156.815475,77.367027,0
2004-05-04,156.815475,156.815475,147.724716,147.724716,72.881973,549459490
2004-05-05,149.997406,149.997406,138.633972,143.179352,70.639450,1005246863
2004-05-06,140.906662,147.724716,140.906662,145.452026,71.760719,719995436
2004-05-07,140.906662,152.270096,140.906662,152.270096,75.124504,490729476
2004-05-10,145.452026,145.452026,140.906662,143.179352,70.639450,368885871
2004-05-11,143.179352,149.997406,143.179352,149.997406,74.003250,636586495
2004-05-12,152.270096,159.088165,152.270096,159.088165,78.488297,582443560
2004-05-13,159.088165,159.088165,152.270096,154.542786,76.245758,233677036
2004-05-14,152.270096,152.270096,145.452026,147.724716,72.881973,127618704
2004-05-17,138.633972,143.179352,134.088593,136.361282,67.275665,140582428
2004-05-18,138.633972,140.906662,134.088593,136.361282,67.275665,395858337
2004-05-19,140.906662,143.179352,138.633972,143.179352,70.639450,288919990
2004-05-20,143.179352,143.179352,143.179352,143.179352,70.639450,0
